  -1.6000001e+00  -1.0000002e-01  -2.5999999e-01   0.0000000e+00
  -1.6000001e+00  -6.0000002e-02  -2.5999999e-01   4.2552069e-02
  -1.6000001e+00  -6.0000002e-02  -2.7999997e-01   4.2552069e-02
  -1.6000001e+00  -3.9999962e-02  -2.7999997e-01   6.3039690e-02
  -1.6000001e+00  -3.9999962e-02  -3.1999993e-01   6.3039690e-02
  -1.6000001e+00  -3.9999962e-02  -3.1999993e-01   6.3039690e-02
  -1.6000001e+00  -6.0000002e-02  -3.3999991e-01   8.3027139e-02
  -1.5800002e+00  -6.0000002e-02  -3.3999991e-01   1.0506604e-01
  -1.5599999e+00  -6.0000002e-02  -3.3999991e-01   1.2765640e-01
  -1.5599999e+00  -7.9999983e-02  -2.9999995e-01   6.4636856e-02
  -1.5599999e+00  -6.0000002e-02  -2.9999995e-01   8.7287977e-02
  -1.5599999e+00  -7.9999983e-02  -2.9999995e-01   6.4636856e-02
  -1.5599999e+00  -7.9999983e-02  -2.9999995e-01   6.4636856e-02
  -1.5599999e+00  -6.0000002e-02  -2.9999995e-01   8.7287977e-02
  -1.5599999e+00  -4.0000021e-02  -3.1999993e-01   1.0772797e-01
  -1.5599999e+00  -4.0000021e-02  -3.1999993e-01   1.0772797e-01
  -1.5599999e+00  -7.9999983e-02  -2.9999995e-01   6.4636856e-02
  -1.5599999e+00  -7.9999983e-02  -2.7999997e-01   6.4636804e-02
  -1.5599999e+00  -7.9999983e-02  -2.9999995e-01   6.4636856e-02
  -1.5599999e+00  -4.0000021e-02  -2.9999995e-01   1.0772778e-01
  -1.5399998e+00  -4.0000021e-02  -3.3999991e-01   1.5083264e-01
  -1.5399998e+00  -8.0000043e-02  -3.3999991e-01   1.0506611e-01
  -1.5399998e+00  -1.0000002e-01  -3.1999993e-01   6.3039877e-02
  -1.5399998e+00  -1.2000000e-01  -2.5999999e-01   4.1513812e-02
  -1.5399998e+00  -1.0000002e-01  -2.9999995e-01   6.3039877e-02
  -1.5399998e+00  -6.0000002e-02  -3.1999993e-01   1.0772802e-01
  -1.5399998e+00  -3.9999962e-02  -3.1999993e-01   1.3094506e-01
  -1.5199999e+00  -8.0000043e-02  -2.7999997e-01   1.0506632e-01
  -1.5399998e+00  -8.0000043e-02  -2.7999997e-01   8.5104436e-02
  -1.5399998e+00  -1.2000000e-01  -2.7999997e-01   4.1513812e-02
  -1.5399998e+00  -1.0000002e-01  -2.5999999e-01   6.3039877e-02
  -1.5199999e+00  -1.0000002e-01  -2.7999997e-01   8.3027422e-02
  -1.5199999e+00  -6.0000002e-02  -2.9999995e-01   1.2765656e-01
  -1.5199999e+00  -8.0000043e-02  -2.7999997e-01   1.0506632e-01
  -1.5199999e+00  -7.9999983e-02  -2.7999997e-01   1.0506634e-01
  -1.5199999e+00  -7.9999983e-02  -2.7999997e-01   1.0506634e-01
  -1.5199999e+00  -1.2000000e-01  -2.5999999e-01   6.1519910e-02
  -1.5199999e+00  -1.2000000e-01  -2.4000001e-01   6.1519910e-02
  -1.5199999e+00  -1.2000000e-01  -2.4000001e-01   6.1519910e-02
  -1.5199999e+00  -9.9999964e-02  -2.5999999e-01   8.3027437e-02
  -1.5199999e+00  -9.9999964e-02  -2.5999999e-01   8.3027437e-02
  -1.5199999e+00  -1.0000002e-01  -2.5999999e-01   8.3027422e-02
  -1.5199999e+00  -1.0000002e-01  -2.5999999e-01   8.3027422e-02
  -1.5199999e+00  -1.2000000e-01  -2.5999999e-01   6.1519910e-02
  -1.5199999e+00  -1.2000000e-01  -2.5999999e-01   6.1519910e-02
  -1.5199999e+00  -9.9999964e-02  -2.5999999e-01   8.3027437e-02
  -1.5199999e+00  -7.9999983e-02  -2.7999997e-01   1.0506634e-01
  -1.5199999e+00  -1.2000000e-01  -2.9999995e-01   6.1519910e-02
  -1.4999999e+00  -7.9999983e-02  -3.2000017e-01   1.2454110e-01
  -1.5199999e+00  -7.9999983e-02  -2.9999995e-01   1.0506639e-01
  -1.5199999e+00  -9.9999964e-02  -2.7999997e-01   8.3027489e-02
  -1.4999999e+00  -9.9999964e-02  -2.9999995e-01   1.0253312e-01
  -1.4999999e+00  -9.9999964e-02  -2.5999999e-01   1.0253306e-01
  -1.4999999e+00  -9.9999964e-02  -2.5999999e-01   1.0253306e-01
  -1.5199999e+00  -1.2000000e-01  -2.4000001e-01   6.1519910e-02
  -1.4999999e+00  -1.2000000e-01  -2.7999997e-01   8.1049383e-02
  -1.4999999e+00  -9.9999964e-02  -2.5999999e-01   1.0253306e-01
  -1.4999999e+00  -1.3999999e-01  -2.2000003e-01   6.0071513e-02
  -1.4999999e+00  -1.2000000e-01  -2.5999999e-01   8.1049383e-02
  -1.4999999e+00  -1.2000000e-01  -2.7999997e-01   8.1049383e-02
  -1.4999999e+00  -9.9999964e-02  -2.5999999e-01   1.0253306e-01
  -1.5199999e+00  -1.3999999e-01  -2.5999999e-01   4.0524788e-02
  -1.5199999e+00  -1.3999999e-01  -2.7999997e-01   4.0524788e-02
  -1.4999999e+00  -1.2000000e-01  -2.9999995e-01   8.1049383e-02
  -1.5199999e+00  -9.9999964e-02  -2.9999995e-01   8.3027489e-02
  -1.5199999e+00  -9.9999964e-02  -2.9999995e-01   8.3027489e-02
  -1.4799999e+00  -1.2000000e-01  -3.2000017e-01   1.0011906e-01
  -1.4799999e+00  -1.2000000e-01  -2.9999995e-01   1.0011906e-01
  -1.5199999e+00  -1.1999995e-01  -2.7999997e-01   6.1519973e-02
  -1.4999999e+00  -1.3999999e-01  -3.0000019e-01   6.0071513e-02
  -1.4999999e+00  -1.0000002e-01  -2.7999997e-01   1.0253305e-01
  -1.4999999e+00  -1.0000002e-01  -2.9999995e-01   1.0253305e-01
  -1.4799999e+00  -1.0000002e-01  -2.7999997e-01   1.2157397e-01
  -1.5199999e+00  -1.2000000e-01  -2.5999999e-01   6.1519910e-02
  -1.4799999e+00  -1.3999999e-01  -2.7999997e-01   7.9163395e-02
  -1.4799999e+00  -1.2000000e-01  -2.7999997e-01   1.0011906e-01
  -1.5199999e+00  -1.1999995e-01  -2.7999997e-01   6.1519973e-02
  -1.4799999e+00  -1.1999995e-01  -2.5999999e-01   1.0011912e-01
  -1.4799999e+00  -1.3999999e-01  -2.5999999e-01   7.9163395e-02
  -1.4999999e+00  -1.2000000e-01  -3.0000019e-01   8.1049383e-02
  -1.4799999e+00  -1.2000000e-01  -2.5999999e-01   1.0011906e-01
  -1.4999999e+00  -1.3999999e-01  -2.7999997e-01   6.0071513e-02
  -1.4999999e+00  -9.9999964e-02  -3.0000019e-01   1.0253312e-01
  -1.4999999e+00  -1.1999995e-01  -2.8000021e-01   8.1049442e-02
  -1.4999999e+00  -1.5999997e-01  -2.5999999e-01   3.9581791e-02
  -1.4999999e+00  -1.3999999e-01  -3.0000019e-01   6.0071513e-02
  -1.4799999e+00  -1.0000002e-01  -3.2000017e-01   1.2157397e-01
  -1.4999999e+00  -1.2000000e-01  -2.8000021e-01   8.1049383e-02
  -1.4999999e+00  -1.2000000e-01  -2.8000021e-01   8.1049383e-02
  -1.4999999e+00  -1.2000000e-01  -2.8000021e-01   8.1049383e-02
  -1.4999999e+00  -1.3999999e-01  -3.0000019e-01   6.0071513e-02
  -1.4999999e+00  -1.2000000e-01  -3.2000017e-01   8.1049383e-02
  -1.4599999e+00  -1.2000000e-01  -3.2000017e-01   1.1874499e-01
  -1.4799999e+00  -1.2000000e-01  -2.8000021e-01   1.0011906e-01
  -1.4999999e+00  -1.2000000e-01  -2.8000021e-01   8.1049383e-02
  -1.4999999e+00  -1.2000000e-01  -2.5999999e-01   8.1049383e-02
  -1.4799999e+00  -1.2000000e-01  -2.8000021e-01   1.0011906e-01
  -1.4799999e+00  -1.0000002e-01  -2.5999999e-01   1.2157397e-01
  -1.4799999e+00  -1.0000002e-01  -2.5999999e-01   1.2157397e-01
  -1.4999999e+00  -1.5999997e-01  -2.1999979e-01   3.9581791e-02
  -1.4999999e+00  -1.2000000e-01  -2.5999999e-01   8.1049383e-02
  -1.4799999e+00  -1.2000000e-01  -2.5999999e-01   1.0011906e-01
  -1.4799999e+00  -1.2000000e-01  -2.7999997e-01   1.0011906e-01
  -1.4799999e+00  -1.5999997e-01  -2.5999999e-01   5.8689747e-02
  -1.4799999e+00  -1.3999999e-01  -2.5999999e-01   7.9163395e-02
  -1.4799999e+00  -1.2000000e-01  -2.5999999e-01   1.0011906e-01
  -1.4799999e+00  -1.5999997e-01  -2.3999977e-01   5.8689747e-02
  -1.4799999e+00  -1.3999999e-01  -2.1999979e-01   7.9163164e-02
  -1.4799999e+00  -1.2000000e-01  -2.4000001e-01   1.0011906e-01
  -1.4799999e+00  -1.3999999e-01  -2.4000001e-01   7.9163395e-02
  -1.5000000e+00  -1.3999999e-01  -2.4000001e-01   6.0071453e-02
  -1.4799999e+00  -1.3999999e-01  -2.1999979e-01   7.9163164e-02
  -1.5000000e+00  -1.5999997e-01  -2.4000001e-01   3.9581735e-02
  -1.5000000e+00  -1.3999999e-01  -2.5999999e-01   6.0071453e-02
  -1.5000000e+00  -1.2000000e-01  -2.7999997e-01   8.1049323e-02
  -1.5000000e+00  -1.3999999e-01  -2.7999997e-01   6.0071453e-02
  -1.5000000e+00  -1.2000000e-01  -2.7999997e-01   8.1049323e-02
  -1.5000000e+00  -1.3999999e-01  -2.5999999e-01   6.0071453e-02
  -1.5000000e+00  -1.3999999e-01  -2.5999999e-01   6.0071453e-02
  -1.5000000e+00  -1.3999999e-01  -3.0000019e-01   6.0071453e-02
  -1.5000000e+00  -1.0000002e-01  -3.0000019e-01   1.0253299e-01
  -1.5000000e+00  -1.2000000e-01  -3.2000017e-01   8.1049323e-02
