  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3900000e+00   1.1999998e-01  -7.9999990e-02  -3.5999997e+00  -1.8400000e+00   3.6355572e-01
  -1.3800001e+00   3.2000002e-01  -4.6000010e-01  -7.1999986e-01  -1.6199999e+00   9.6154439e-01
  -1.3600001e+00   5.4000005e-01  -8.3999998e-01  -3.5999996e-01  -1.3400000e+00   9.6425665e-01
  -1.3199999e+00   7.7999994e-01  -1.2400001e+00  -7.9999990e-02  -9.9999994e-01   9.6606801e-01
  -1.2799998e+00   1.1000000e+00  -1.6000000e+00   1.4000004e-01  -5.9999997e-01   9.6570108e-01
  -1.1999999e+00   1.4600000e+00  -1.8999997e+00   3.4000009e-01  -1.4000005e-01   9.6439335e-01
  -1.1599999e+00   1.6200001e+00  -1.9199997e+00   3.4000009e-01   6.0000000e-02   9.6439335e-01
  -1.0800000e+00   1.7199999e+00  -1.9399999e+00   4.3999999e-01   2.6000005e-01   9.6368503e-01
  -1.0800000e+00   1.7199999e+00  -1.9399999e+00   4.3999999e-01   2.6000005e-01   9.6368503e-01
  -9.2000000e-01   1.9399999e+00  -1.9199999e+00   4.4000023e-01   6.3999992e-01   9.6368502e-01
  -9.2000000e-01   1.8999999e+00  -1.8600000e+00   4.4000023e-01   6.3999992e-01   9.6368502e-01
  -7.5999998e-01   2.1399999e+00  -1.8800001e+00   4.1999977e-01   9.7999996e-01   9.6383179e-01
  -7.5999998e-01   2.1399999e+00  -1.8800001e+00   4.1999977e-01   9.7999996e-01   9.6383179e-01
  -6.4000003e-01   2.1000001e+00  -1.7000000e+00   4.9999969e-01   1.0800001e+00   9.6322831e-01
  -6.4000003e-01   2.1000001e+00  -1.7000000e+00   4.9999969e-01   1.0800001e+00   9.6322831e-01
  -5.2000003e-01   1.3199999e+00  -1.1600000e+00   5.0000017e-01   4.4000000e-01   9.6322831e-01
  -5.2000003e-01   1.3199999e+00  -1.1600000e+00   5.0000017e-01   4.4000000e-01   9.6322831e-01
  -4.5999997e-01   7.3999998e-01  -6.1999995e-01   2.1999996e-01  -4.0000024e-02   9.6518913e-01
  -4.5999997e-01   7.3999998e-01  -6.1999995e-01   2.1999996e-01  -4.0000024e-02   9.6518913e-01
  -4.2000000e-01   6.3999996e-01  -5.4000003e-01   1.8000000e-01  -4.0000024e-02   9.6544845e-01
  -4.2000000e-01   6.3999996e-01  -5.4000003e-01   1.8000000e-01  -4.0000024e-02   9.6544845e-01
  -4.0000002e-01   6.3999996e-01  -5.2000005e-01   1.9999998e-01  -2.0000043e-02   9.6531965e-01
